timestamps,true_lat,true_lon,true_x,true_y,ax,ay,gnss_lat,gnss_lon,gnss_x,gnss_y
1.59503E+12,37.4192812,-122.0904091,-4977485.913,8167900,-0.103869211,9.801116587,37.41942591,-122.0906007,-4977453.827,8167901.695
1.59503E+12,37.4191331,-122.0902038,-4977519.525,8167897.449,-0.113820128,9.942523202,37.41927826,-122.0903974,-4977487.216,8167899.279
1.59503E+12,37.4189832,-122.0899952,-4977553.614,8167894.796,0.009858888,9.819971558,37.41913033,-122.090192,-4977520.825,8167896.695
1.59503E+12,37.4188301,-122.0897832,-4977588.343,8167892.179,0.130373647,9.918578392,37.41898047,-122.0899835,-4977554.9,8167894.048
1.59503E+12,37.4186744,-122.08957,-4977623.46,8167889.729,0.043576978,9.886924546,37.41882747,-122.0897715,-4977589.617,8167891.421
1.59503E+12,37.4185161,-122.0893561,-4977658.924,8167887.491,0.006465223,9.769940933,37.41867204,-122.0895585,-4977624.688,8167888.961
1.59503E+12,37.4183566,-122.0891414,-4977694.588,8167885.308,-0.199202484,9.818637173,37.41851399,-122.0893437,-4977660.198,8167886.618
1.59503E+12,37.418196,-122.0889256,-4977730.466,8167883.144,-0.312010271,9.897588731,37.4183548,-122.0891285,-4977695.87,8167884.359
1.59503E+12,37.4180348,-122.0887077,-4977766.587,8167880.857,-0.237522162,9.799678606,37.41819409,-122.0889129,-4977731.74,8167882.227
1.59503E+12,37.4178733,-122.088488,-4977802.892,8167878.443,-0.407205492,9.81023924,37.41803266,-122.0886951,-4977767.883,8167879.968
1.59503E+12,37.4177118,-122.0882678,-4977839.24,8167875.985,-0.305924675,9.838734625,37.4178709,-122.0884752,-4977804.232,8167877.566
1.59503E+12,37.4175535,-122.0880467,-4977875.309,8167873.11,-0.04244914,9.780345784,37.4177091,-122.0882548,-4977840.628,8167875.122
1.59503E+12,37.4173957,-122.0878267,-4977911.23,8167870.28,-0.13472282,9.797676962,37.41755124,-122.0880338,-4977876.639,8167872.21
1.59503E+12,37.4172375,-122.087607,-4977947.171,8167867.518,-0.052998719,9.906688462,37.4173933,-122.0878134,-4977912.614,8167869.354
1.59503E+12,37.417078,-122.0873868,-4977983.297,8167864.849,-0.134941397,9.760898721,37.41723523,-122.0875934,-4977948.565,8167866.553
1.59503E+12,37.4169156,-122.0871643,-4978019.938,8167862.281,-0.212777151,9.852412712,37.41707599,-122.0873732,-4977984.662,8167863.859
1.59503E+12,37.4167506,-122.0869389,-4978057.11,8167859.73,-0.225627068,9.941292115,37.41691357,-122.08715,-4978021.359,8167861.236
1.59503E+12,37.4165849,-122.0867111,-4978094.561,8167857.041,-0.17397431,9.737143135,37.41674903,-122.0869244,-4978058.503,8167858.613
1.59503E+12,37.4164184,-122.0864813,-4978132.269,8167854.26,-0.099831323,9.847316487,37.41658441,-122.0866982,-4978095.694,8167855.958
1.59503E+12,37.416249,-122.0862485,-4978170.549,8167851.518,-0.03870743,9.910907157,37.41641718,-122.0864676,-4978133.549,8167853.183
1.59503E+12,37.4160764,-122.0860126,-4978209.444,8167848.839,-0.135401552,9.810860456,37.41624782,-122.0862344,-4978171.86,8167850.401
1.59503E+12,37.4159013,-122.0857743,-4978248.817,8167846.211,-0.156028142,9.812137404,37.41607524,-122.0859984,-4978210.765,8167847.706
1.59503E+12,37.4157257,-122.0855344,-4978288.38,8167843.494,-0.149723977,9.832948088,37.41590022,-122.0857598,-4978250.158,8167845.04
1.59503E+12,37.41555,-122.0852933,-4978328.055,8167840.681,-0.117927043,9.8938155,37.41572463,-122.0855199,-4978289.717,8167842.324
1.59503E+12,37.4153741,-122.0850512,-4978367.836,8167837.801,-0.103328527,9.939957798,37.41554923,-122.0852786,-4978329.375,8167839.462
1.59503E+12,37.4151971,-122.0848076,-4978407.865,8167834.904,0.205311089,9.91777824,37.41537317,-122.0850362,-4978369.194,8167836.578
1.59503E+12,37.415019,-122.0845636,-4978448.05,8167832.087,0.034511862,9.797987585,37.41519644,-122.0847925,-4978409.202,8167833.642
1.59503E+12,37.4148403,-122.0843199,-4978488.276,8167829.359,-0.028736876,9.75831035,37.41501825,-122.0845483,-4978449.413,8167830.817
1.59503E+12,37.4146624,-122.0840749,-4978528.522,8167826.432,-0.571033317,9.917697654,37.41484036,-122.0843059,-4978489.444,8167828.116
1.59503E+12,37.4144887,-122.0838265,-4978568.589,8167822.764,-0.404271988,9.712225644,37.41465832,-122.0840487,-4978531.171,8167824.549
1.59503E+12,37.4143218,-122.0835751,-4978608.155,8167818.115,-0.255180732,9.911796029,37.41448188,-122.0838069,-4978570.992,8167821.747
1.59503E+12,37.4141619,-122.0833212,-4978647.156,8167812.509,-0.067056552,9.632491627,37.41431593,-122.083556,-4978610.407,8167817.047
1.59503E+12,37.4140076,-122.0830677,-4978685.504,8167806.349,-0.413486652,9.926187498,37.41415655,-122.0833022,-4978649.338,8167811.397
1.59503E+12,37.4138611,-122.0828173,-4978722.728,8167799.642,-0.471328547,9.762704852,37.4140024,-122.0830487,-4978687.671,8167805.221
1.59503E+12,37.4137233,-122.0825696,-4978758.762,8167792.259,-0.692792531,9.748828698,37.4138559,-122.0827993,-4978724.812,8167798.601
1.59503E+12,37.4135918,-122.0823198,-4978794.276,8167784.027,-0.328460926,9.96225246,37.41371819,-122.0825526,-4978760.753,8167791.296
1.59503E+12,37.4134641,-122.0820635,-4978829.914,8167774.822,-0.159295268,9.881471644,37.41358653,-122.0823034,-4978796.237,8167783.131
1.59503E+12,37.4133356,-122.0817967,-4978866.521,8167764.773,-0.011757041,9.894632244,37.41345864,-122.0820475,-4978831.861,8167773.983
1.59503E+12,37.4132043,-122.0815185,-4978904.395,8167754.012,-0.039527598,9.926084077,37.41333039,-122.0817808,-4978868.435,8167763.913
1.59503E+12,37.4130708,-122.0812306,-4978943.326,8167742.625,-0.29997713,9.868012135,37.4131991,-122.0815022,-4978906.341,8167753.116
1.59503E+12,37.4129373,-122.0809355,-4978982.862,8167730.602,-0.380838431,9.858394769,37.41306496,-122.081214,-4978945.369,8167741.769
1.59503E+12,37.412807,-122.0806341,-4979022.571,8167717.686,-0.228664109,9.776820298,37.41293151,-122.080919,-4978984.891,8167729.75
1.59503E+12,37.4126794,-122.0803283,-4979062.351,8167704.097,-0.056653596,9.864470024,37.41280104,-122.0806174,-4979024.632,8167716.838
1.59503E+12,37.4125534,-122.0800192,-4979102.231,8167690.048,0.084784148,9.830072017,37.4126736,-122.0803115,-4979064.406,8167703.219
1.59503E+12,37.4124268,-122.079709,-4979142.27,8167675.964,-0.004037889,10.01536627,37.41254748,-122.0800023,-4979104.302,8167689.181
1.59503E+12,37.4122987,-122.0793977,-4979182.567,8167661.941,-0.125577174,9.764050775,37.41242081,-122.079692,-4979144.359,8167675.092
1.59503E+12,37.4121696,-122.0790852,-4979223.076,8167647.917,-0.201100639,9.680624233,37.41229285,-122.0793806,-4979184.648,8167661.047
1.59503E+12,37.4120411,-122.078772,-4979263.577,8167633.767,-0.052262467,9.888431567,37.41216378,-122.0790681,-4979225.154,8167647.019
1.59503E+12,37.4119124,-122.0784585,-4979304.125,8167619.612,-0.128568203,9.829934127,37.41203534,-122.078755,-4979265.642,8167632.869
1.59503E+12,37.411783,-122.0781442,-4979344.819,8167605.459,-0.161124394,9.886544962,37.41190693,-122.0784413,-4979306.176,8167618.667
1.59503E+12,37.4116537,-122.0778284,-4979385.627,8167591.164,0.136160812,9.855058648,37.41178145,-122.0781284,-4979346.318,8167604.224
1.59503E+12,37.4115233,-122.0775131,-4979426.515,8167577.027,0.427671031,9.666014154,37.41165455,-122.0778124,-4979386.875,8167589.661
1.59503E+12,37.4113905,-122.0771997,-4979467.51,8167563.311,0.500916711,10.00632412,37.41152429,-122.0774938,-4979428.024,8167575.219
1.59503E+12,37.4112536,-122.0768893,-4979508.707,8167550.29,-0.021155772,9.776486696,37.41139135,-122.0771806,-4979469.022,8167561.531
1.59503E+12,37.4111148,-122.076582,-4979549.855,8167537.743,-0.122954274,9.812517052,37.41125419,-122.0768701,-4979510.257,8167548.529
1.59503E+12,37.4109759,-122.0762751,-4979590.981,8167525.241,-0.05667999,9.843888421,37.41111524,-122.0765624,-4979551.454,8167535.963
1.59503E+12,37.4108366,-122.0759668,-4979632.268,8167512.657,0.013574667,9.553160392,37.41097628,-122.0762555,-4979592.58,8167523.473
1.59503E+12,37.4106958,-122.0756595,-4979673.638,8167500.319,-0.059095819,10.28956301,37.41083666,-122.0759489,-4979633.766,8167511.067
1.59503E+12,37.410555,-122.0753543,-4979714.832,8167488.167,-0.109586674,9.658087844,37.41069562,-122.0756412,-4979675.196,8167498.719
1.59503E+12,37.4104153,-122.0750512,-4979755.728,8167476.084,-0.033718098,9.810043646,37.41055489,-122.0753364,-4979716.346,8167486.598
1.59503E+12,37.4102759,-122.0747513,-4979796.323,8167464.251,-0.164495054,9.726386946,37.41041498,-122.075033,-4979757.289,8167474.511
1.59503E+12,37.4101376,-122.0744541,-4979836.569,8167452.542,-0.195233621,10.00645067,37.41027565,-122.0747331,-4979797.875,8167462.673
1.59503E+12,37.4100019,-122.0741601,-4979876.26,8167440.841,-0.043807061,9.684109888,37.41013754,-122.0744361,-4979838.085,8167450.957
1.59503E+12,37.4098682,-122.0738706,-4979915.351,8167429.327,-0.126048835,9.878503721,37.41000147,-122.0741423,-4979877.8,8167439.315
1.59503E+12,37.409737,-122.0735854,-4979953.805,8167417.93,-0.040091288,10.25073719,37.40986817,-122.073853,-4979916.829,8167427.777
1.59503E+12,37.4096082,-122.0733042,-4979991.658,8167406.633,0.142161814,10.04001404,37.40973678,-122.0735674,-4979955.336,8167416.368
1.59503E+12,37.4094807,-122.0730289,-4980028.872,8167395.721,-0.17735647,9.865297133,37.40960857,-122.0732868,-4979993.078,8167405.057
1.59503E+12,37.4093536,-122.0727613,-4980065.396,8167385.447,-0.558286938,10.15283852,37.40947944,-122.0730083,-4980030.742,8167394.032
1.59503E+12,37.4092317,-122.0724979,-4980100.992,8167374.997,-0.514238293,9.734290023,37.40935307,-122.0727406,-4980067.189,8167383.676
1.59503E+12,37.4091137,-122.0722386,-4980135.812,8167364.498,-0.106871744,9.948689375,37.4092319,-122.072479,-4980102.555,8167373.307
1.59503E+12,37.4089967,-122.0719818,-4980170.312,8167354.115,0.296974599,9.970224712,37.40911383,-122.0722201,-4980137.352,8167362.848
1.59503E+12,37.4088793,-122.0717302,-4980204.42,8167344.234,1.024105081,9.81029676,37.40899683,-122.0719633,-4980171.849,8167352.468
1.59503E+12,37.4087562,-122.0714919,-4980238.044,8167336.126,1.055855998,9.801496154,37.40887899,-122.071712,-4980205.979,8167342.66
1.59503E+12,37.4086243,-122.0712705,-4980271.225,8167330.437,1.720779639,9.860646178,37.40875583,-122.0714737,-4980239.609,8167334.561
1.59503E+12,37.4084821,-122.0710663,-4980304.104,8167327.351,1.392254659,9.783550054,37.40862387,-122.0712521,-4980272.817,8167328.856
1.59503E+12,37.4083281,-122.0708818,-4980336.637,8167327.246,0.717133548,9.502715517,37.40848115,-122.071048,-4980305.743,8167325.836
1.59503E+12,37.4081658,-122.070712,-4980368.857,8167329.312,1.419334963,10.12741471,37.40832663,-122.0708637,-4980338.32,8167325.798
1.59503E+12,37.4079941,-122.0705592,-4980400.691,8167333.868,0.938619193,9.685950542,37.40816386,-122.0706937,-4980370.603,8167327.903
1.59503E+12,37.407814,-122.0704244,-4980431.947,8167340.899,1.577376285,9.952370615,37.4079916,-122.0705414,-4980402.466,8167332.555
1.59503E+12,37.407626,-122.0703082,-4980462.517,8167350.403,0.859172881,9.855909877,37.40781118,-122.0704065,-4980433.764,8167339.61
1.59503E+12,37.4074304,-122.0702104,-4980492.385,8167362.332,1.464395948,9.582368917,37.40762275,-122.0702908,-4980464.34,8167349.204
1.59503E+12,37.4072284,-122.0701304,-4980521.47,8167376.507,1.069039542,10.04055988,37.40742658,-122.0701934,-4980494.234,8167361.233
1.59503E+12,37.4070203,-122.0700715,-4980549.459,8167393.188,0.930796507,9.733208671,37.40722422,-122.0701143,-4980523.279,8167375.528
1.59503E+12,37.4068061,-122.0700301,-4980576.657,8167412.056,1.482319125,9.80212899,37.4070157,-122.0700562,-4980551.251,8167392.322
1.59503E+12,37.4065867,-122.0700066,-4980602.929,8167433.053,0.240743267,9.861040675,37.40680109,-122.0700153,-4980578.449,8167411.28
1.59503E+12,37.406363,-122.0699973,-4980628.485,8167455.757,-0.16380481,9.714549288,37.40658136,-122.0699921,-4980604.739,8167432.332
1.59503E+12,37.4061343,-122.0699906,-4980654.378,8167479.217,0.205886276,9.652669619,37.40635781,-122.0699829,-4980630.271,8167455.03
1.59503E+12,37.4058998,-122.0699859,-4980680.745,8167503.463,-0.11335997,9.854609994,37.40612875,-122.0699762,-4980656.198,8167478.53
1.59503E+12,37.405659,-122.0699837,-4980707.6,8167528.593,-0.278855875,10.042297,37.40589446,-122.0699717,-4980682.529,8167502.768
1.59503E+12,37.405413,-122.0699812,-4980735.056,8167554.244,-0.182556254,10.06821542,37.40565351,-122.0699696,-4980709.394,8167527.922
1.59503E+12,37.4051628,-122.0699786,-4980762.986,8167580.327,-0.129615062,9.992208758,37.40540751,-122.0699671,-4980736.846,8167553.576
1.59503E+12,37.4049119,-122.0699776,-4980790.859,8167606.626,-0.098830483,9.869507592,37.40515747,-122.0699648,-4980764.731,8167579.672
1.59503E+12,37.4046618,-122.0699769,-4980818.619,8167632.867,0.033614558,9.959698592,37.40490623,-122.0699634,-4980792.678,8167605.968
1.59503E+12,37.4044132,-122.069978,-4980846.061,8167659.11,-0.135792686,9.812356,37.40465619,-122.0699625,-4980820.446,8167632.188
1.59503E+12,37.4041661,-122.0699804,-4980873.228,8167685.31,-0.118145619,9.851066738,37.40440768,-122.0699637,-4980847.873,8167658.427
1.59503E+12,37.4039194,-122.0699829,-4980900.343,8167711.476,-0.201054619,9.794168185,37.40416053,-122.0699661,-4980875.045,8167684.631
1.59503E+12,37.4036707,-122.0699855,-4980927.67,8167737.862,-0.243997531,9.886568439,37.40391392,-122.069969,-4980902.113,8167710.826
1.59503E+12,37.4034185,-122.0699873,-4980955.452,8167764.546,-0.070519244,9.845970519,37.40366524,-122.0699713,-4980929.464,8167737.185
1.59503E+12,37.4031655,-122.0699892,-4980983.315,8167791.323,-0.262451222,9.704966538,37.4034128,-122.0699733,-4980957.257,8167763.91
1.59503E+12,37.4029121,-122.0699917,-4981011.171,8167818.195,-0.158651039,9.980497787,37.40315993,-122.0699753,-4980985.102,8167790.676
1.59503E+12,37.4026587,-122.0699934,-4981039.095,8167844.997,0.096196075,9.663241723,37.40290678,-122.0699779,-4981012.922,8167817.532
1.59503E+12,37.4024071,-122.0699958,-4981066.76,8167871.671,-0.0692193,9.622598254,37.4026531,-122.0699788,-4981040.943,8167844.294
1.59503E+12,37.4021579,-122.0699992,-4981094.076,8167898.181,-0.221002479,9.803509462,37.40240185,-122.0699807,-4981068.606,8167870.892
1.59503E+12,37.4019109,-122.0700021,-4981121.19,8167924.416,-0.269537664,9.732392012,37.4021528,-122.069986,-4981095.745,8167897.554
1.59503E+12,37.4016642,-122.0700038,-4981148.372,8167950.514,-0.120896191,9.859743073,37.40190562,-122.069988,-4981122.96,8167923.724
1.59503E+12,37.4014161,-122.0700047,-4981175.776,8167976.688,-0.046648539,9.733450288,37.4016589,-122.0699894,-4981150.167,8167949.8
1.59503E+12,37.4011678,-122.0700048,-4981203.269,8168002.812,-0.154659173,9.753915788,37.40141074,-122.0699904,-4981177.567,8167975.99
1.59503E+12,37.4009178,-122.0700014,-4981231.244,8168028.807,-0.601921435,9.806880083,37.40116225,-122.0699906,-4981205.071,8168002.146
1.59503E+12,37.4006638,-122.0699899,-4981260.341,8168054.506,-0.678112131,9.988539,37.40091253,-122.0699866,-4981233.066,8168028.057
1.59503E+12,37.400407,-122.0699663,-4981290.764,8168079.431,-0.372279486,9.919791385,37.40065867,-122.0699748,-4981262.173,8168053.716
1.59503E+12,37.4001496,-122.069931,-4981322.236,8168103.386,-0.628840693,9.982349837,37.4004021,-122.0699511,-4981292.582,8168078.604
1.59503E+12,37.3998923,-122.0698852,-4981354.577,8168126.402,-0.452001897,9.910726269,37.4001453,-122.0699158,-4981323.986,8168102.497
1.59503E+12,37.3996365,-122.0698276,-4981387.743,8168148.218,-0.103090773,9.73827202,37.39988781,-122.0698703,-4981356.324,8168125.559
1.59503E+12,37.3993832,-122.0697631,-4981421.211,8168169.162,-0.018716933,10.03781046,37.39963201,-122.069813,-4981389.469,8168147.398
1.59503E+12,37.3991324,-122.0696962,-4981454.603,8168189.63,-0.058002943,10.081353,37.39937869,-122.0697489,-4981422.902,8168168.382
1.59503E+12,37.398884,-122.0696301,-4981487.663,8168209.917,-0.060775393,9.848432356,37.3991274,-122.0696815,-4981456.388,8168188.861
1.59503E+12,37.3986389,-122.0695652,-4981520.256,8168229.963,-0.072624467,9.81602575,37.3988746,-122.0696076,-4981490.591,8168208.919
1.59503E+12,37.3983968,-122.0695016,-4981552.409,8168249.808,-0.219679528,9.928787567,37.39862872,-122.0695461,-4981522.987,8168229.345
1.59503E+12,37.3981554,-122.0694387,-4981584.425,8168269.642,-0.363386928,9.785160577,37.39838658,-122.0694838,-4981555.038,8168249.308
1.59503E+12,37.3979121,-122.0693733,-4981616.861,8168289.455,-0.202446598,9.826287231,37.39814543,-122.0694211,-4981587.007,8168269.134
1.59503E+12,37.3976675,-122.0693064,-4981649.567,8168309.271,-0.224643823,9.896081069,37.39790192,-122.0693567,-4981619.38,8168289.06
1.59503E+12,37.39742,-122.0692381,-4981682.713,8168329.27,-0.175067189,9.924047827,37.39765696,-122.0692897,-4981652.139,8168308.902
1.59503E+12,37.3971692,-122.0691686,-4981716.324,8168349.509,-0.132813161,9.813230279,37.39740939,-122.0692209,-4981685.329,8168328.868
1.59503E+12,37.3969149,-122.0690985,-4981750.374,8168370.064,0.057554291,9.830233019,37.39715836,-122.0691515,-4981718.958,8168349.14
1.59503E+12,37.3966593,-122.0690293,-4981784.492,8168390.835,-0.241629072,9.828737615,37.39690392,-122.0690811,-4981753.049,8168369.684
1.59503E+12,37.3964039,-122.0689612,-4981818.496,8168411.683,-0.300575337,9.822467913,37.39664847,-122.069012,-4981787.144,8168390.447
1.59503E+12,37.3961482,-122.0688918,-4981852.642,8168432.447,0.020131922,9.972053837,37.396393,-122.068944,-4981821.148,8168411.308
1.59503E+12,37.3958899,-122.0688219,-4981887.118,8168453.441,0.067390166,9.705392154,37.39613727,-122.0688748,-4981855.281,8168432.095
1.59503E+12,37.3956291,-122.0687534,-4981921.754,8168474.821,0.440302375,10.07631425,37.39587941,-122.0688049,-4981889.708,8168453.041
1.59503E+12,37.395366,-122.06869,-4981956.217,8168496.894,0.723725321,10.00954526,37.39561844,-122.068737,-4981924.313,8168474.493
1.59503E+12,37.3951007,-122.0686356,-4981990.168,8168519.994,0.630278686,10.1582684,37.39535532,-122.0686738,-4981958.759,8168496.587
1.59503E+12,37.3948327,-122.068591,-4982023.596,8168544.245,0.510925157,9.989746933,37.39508996,-122.0686192,-4981992.732,8168519.677
1.59503E+12,37.3945636,-122.0685549,-4982056.432,8168569.362,0.446341948,9.897151635,37.39482188,-122.0685745,-4982026.182,8168543.923
1.59503E+12,37.3942956,-122.0685268,-4982088.475,8168595.071,0.472616984,9.729458488,37.39455266,-122.0685377,-4982059.087,8168568.994
1.59503E+12,37.3940289,-122.0685062,-4982119.745,8168621.306,0.410023966,9.884589327,37.39428464,-122.0685101,-4982091.094,8168594.745
1.59503E+12,37.3937636,-122.0684937,-4982150.18,8168648.109,0.693941584,9.817969856,37.39401786,-122.0684902,-4982122.307,8168621.057
1.59503E+12,37.3935003,-122.0684884,-4982179.789,8168675.339,0.584987615,9.656557894,37.39375305,-122.068478,-4982152.667,8168647.831
1.59503E+12,37.3932417,-122.0684921,-4982208.122,8168702.87,0.358129625,9.753800746,37.39348947,-122.068472,-4982182.367,8168675.027
1.59503E+12,37.3929885,-122.0685026,-4982235.287,8168730.433,0.437886549,9.810653388,37.39323069,-122.0684759,-4982210.706,8168702.592
1.59503E+12,37.3927395,-122.0685188,-4982261.507,8168758.059,0.112140554,9.797423781,37.39297745,-122.0684868,-4982237.835,8168730.202
1.59503E+12,37.3924909,-122.06854,-4982287.264,8168786.085,-0.131018552,9.784999475,37.39272839,-122.0685027,-4982264.089,8168757.806
1.59503E+12,37.3922437,-122.0685628,-4982312.731,8168814.105,-0.12153928,9.517797162,37.39247985,-122.068524,-4982289.833,8168785.832
1.59503E+12,37.39200021,-122.0685852,-4982337.822,8168841.701,-0.075270373,9.612394279,37.3922326,-122.068547,-4982315.288,8168813.876
1.59503E+12,37.39176041,-122.0686071,-4982362.545,8168868.864,-0.029206511,9.905253498,37.39198878,-122.0685696,-4982340.397,8168841.525
1.59503E+12,37.39152391,-122.0686291,-4982386.894,8168895.688,-0.049397979,9.596668315,37.39174909,-122.0685915,-4982365.112,8168868.671
1.59503E+12,37.39129051,-122.0686517,-4982410.85,8168922.239,-0.044600834,9.71766686,37.39151263,-122.0686132,-4982389.477,8168895.47
1.59503E+12,37.39106001,-122.0686746,-4982434.459,8168948.512,-0.103903717,9.15732071,37.39127892,-122.0686358,-4982413.471,8168922.049
1.59503E+12,37.39083211,-122.0686974,-4982457.788,8168974.503,-0.207013666,10.20293817,37.39104842,-122.068659,-4982437.054,8168948.35
1.59503E+12,37.39060551,-122.0687201,-4982480.982,8169000.348,-0.193910668,9.847120913,37.3908205,-122.0686818,-4982460.381,8168974.348
1.59503E+12,37.39037921,-122.0687419,-4982504.218,8169026.082,-0.371071572,9.807190721,37.3905939,-122.0687045,-4982483.58,8169000.186
1.59503E+12,37.39015151,-122.0687619,-4982527.76,8169051.805,0.021121261,9.645824663,37.39036776,-122.0687262,-4982506.802,8169025.901
1.59503E+12,37.38992231,-122.0687808,-4982551.56,8169077.588,0.101272699,9.814232524,37.39014009,-122.0687464,-4982530.327,8169051.635
1.59503E+12,37.38969331,-122.0688012,-4982575.213,8169103.483,0.012493302,9.884037048,37.38991093,-122.0687653,-4982554.122,8169077.415
1.59503E+12,37.38946501,-122.0688223,-4982598.729,8169129.367,0.145536528,9.724431237,37.38968196,-122.0687857,-4982577.773,8169103.305
1.59503E+12,37.38923671,-122.0688436,-4982622.229,8169155.268,-0.082978021,9.653681835,37.38945375,-122.0688067,-4982601.288,8169129.171
1.59503E+12,37.38900541,-122.0688633,-4982646.195,8169181.343,-0.235014287,10.16748307,37.38922545,-122.068828,-4982624.786,8169155.071
1.59503E+12,37.38877051,-122.068877,-4982671.063,8169207.268,-0.513479037,9.875236654,37.38899404,-122.0688476,-4982648.768,8169181.156
1.59503E+12,37.38853451,-122.0688824,-4982696.75,8169232.574,-0.401407502,10.007555,37.38875932,-122.0688614,-4982673.615,8169207.062
1.59503E+12,37.38829821,-122.068878,-4982723.293,8169257.046,-0.346614165,9.945387644,37.38852362,-122.0688666,-4982699.28,8169232.324
1.59503E+12,37.38806281,-122.0688651,-4982750.449,8169280.672,-0.203838579,9.850537567,37.38828714,-122.0688616,-4982725.899,8169256.756
1.59503E+12,37.38782971,-122.0688449,-4982777.964,8169303.412,-0.083035552,9.986951442,37.38805177,-122.0688545,-4982752.56,8169280.899
1.59503E+12,37.38759851,-122.0688199,-4982805.672,8169325.527,0.058163998,10.03806357,37.38781691,-122.0688338,-4982780.316,8169303.775
1.59503E+12,37.38736631,-122.0687931,-4982833.641,8169347.588,-0.070634287,10.12345741,37.38758632,-122.0688079,-4982808.025,8169325.752
1.59503E+12,37.38713081,-122.068767,-4982861.917,8169370.059,-0.146675425,9.895172875,37.38735424,-122.0687812,-4982835.977,8169347.805
1.59503E+12,37.38689101,-122.0687412,-4982890.644,8169393.009,-0.18554729,9.86771299,37.38711869,-122.0687549,-4982864.279,8169370.26
1.59503E+12,37.38665131,-122.0687153,-4982919.369,8169415.939,-0.210315299,9.764407519,37.38687902,-122.068729,-4982892.994,8169393.195
1.59503E+12,37.38641561,-122.0686889,-4982947.693,8169438.405,-0.081781619,9.82204229,37.38663904,-122.0687028,-4982921.773,8169416.129
1.59503E+12,37.38618441,-122.0686625,-4982975.518,8169460.397,-0.098807471,9.843899817,37.38640345,-122.0686766,-4982950.074,8169438.594
1.59503E+12,37.38595771,-122.0686368,-4983002.786,8169481.978,-0.021869018,9.761750077,37.38617232,-122.0686502,-4982977.889,8169460.583
1.59503E+12,37.38573541,-122.0686123,-4983029.466,8169503.202,-0.119537604,9.856646269,37.38594575,-122.0686244,-4983005.155,8169482.137
1.59503E+12,37.38551691,-122.0685892,-4983055.607,8169524.15,-0.139508463,9.802105962,37.38572326,-122.0685998,-4983031.863,8169503.375
1.59503E+12,37.38530221,-122.068566,-4983081.336,8169544.689,-0.108171685,9.806891471,37.38550486,-122.0685766,-4983057.998,8169524.305
1.59503E+12,37.38509001,-122.0685439,-4983106.696,8169565.063,-0.355817329,9.748658537,37.38529043,-122.0685536,-4983083.685,8169544.83
1.59503E+12,37.38487841,-122.0685213,-4983132.032,8169585.33,-0.277832015,9.85370111,37.38507823,-122.0685316,-4983109.031,8169565.217
1.59503E+12,37.38466501,-122.0684964,-4983157.759,8169605.582,-0.209524466,9.826020694,37.38486656,-122.0685088,-4983134.392,8169585.473
1.59503E+12,37.38444891,-122.0684697,-4983183.938,8169625.96,-0.058198511,9.709119546,37.38465324,-122.0684839,-4983160.11,8169605.719
1.59503E+12,37.38422881,-122.0684431,-4983210.55,8169646.768,-0.29312077,9.936345587,37.38443692,-122.0684573,-4983186.308,8169626.123
1.59503E+12,37.38400531,-122.0684169,-4983237.506,8169667.969,-0.061730222,9.643742504,37.38421683,-122.0684303,-4983212.953,8169646.896
1.59503E+12,37.38377981,-122.0683899,-4983264.751,8169689.309,-0.111507834,9.838101723,37.38399331,-122.0684042,-4983239.903,8169668.108
1.59503E+12,37.38355281,-122.0683643,-4983292.044,8169710.932,-0.233771873,9.626164471,37.38376759,-122.0683772,-4983267.171,8169689.472
1.59503E+12,37.38332451,-122.0683374,-4983319.591,8169732.576,0.066780459,9.86844925,37.38354052,-122.0683514,-4983294.487,8169711.086
1.59503E+12,37.38309491,-122.0683103,-4983347.298,8169754.34,0.088522932,9.831912702,37.38331218,-122.0683249,-4983322.01,8169732.765
1.59503E+12,37.38286381,-122.0682851,-4983375.012,8169776.429,-0.223799296,9.855520333,37.38308271,-122.0682978,-4983349.697,8169754.52
1.59503E+12,37.38263141,-122.0682613,-4983402.753,8169798.779,-0.206415465,9.780524462,37.3828514,-122.0682724,-4983377.453,8169776.612
1.59503E+12,37.38239861,-122.0682368,-4983430.596,8169821.11,-0.147825821,9.904571654,37.38261893,-122.0682496,-4983405.114,8169799.061
1.59503E+12,37.38216511,-122.0682119,-4983458.551,8169843.478,-0.249888909,9.788450769,37.38238617,-122.0682241,-4983433.038,8169821.298
1.59503E+12,37.38193011,-122.0681865,-4983486.714,8169865.961,-0.214537256,9.885429029,37.38215255,-122.0681992,-4983461.012,8169843.674
1.59503E+12,37.38169341,-122.0681602,-4983515.141,8169888.543,-0.272597718,9.826310327,37.38191758,-122.0681736,-4983489.189,8169866.135
1.59503E+12,37.38145531,-122.0681331,-4983543.79,8169911.202,-0.17213368,9.800725385,37.38168116,-122.0681474,-4983517.57,8169888.703
1.59503E+12,37.38121711,-122.0681057,-4983572.475,8169933.845,-0.034638407,9.818614106,37.3814428,-122.0681205,-4983546.237,8169911.4
1.59503E+12,37.38097981,-122.0680786,-4983601.036,8169956.42,-0.139464026,9.824014873,37.38120461,-122.0680932,-4983574.913,8169934.053
1.59503E+12,37.38074041,-122.0680524,-4983629.754,8169979.295,-0.208624227,9.996844885,37.38096731,-122.0680661,-4983603.473,8169956.628
